Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,39,2677,1,4,4,0,18.0
Male,Loyal Customer,Business travel,Business,satisfied,52,3977,3,3,4,35,30.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,45,457,4,4,4,1,0.0
Male,Loyal Customer,Business travel,Business,satisfied,33,1541,4,5,4,2,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,satisfied,47,569,1,5,1,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,58,2052,4,4,3,20,51.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,36,602,3,5,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,16,1431,1,4,1,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,472,4,4,4,17,2.0
Female,Loyal Customer,Business travel,Business,satisfied,53,1183,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,52,1703,2,2,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,895,5,4,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,56,655,2,4,2,46,37.0
Male,Loyal Customer,Business travel,Business,satisfied,49,157,4,4,4,29,13.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,1235,2,4,2,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,177,3,4,3,0,17.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,489,1,4,1,0,3.0
Male,Loyal Customer,Personal Travel,Business,satisfied,15,414,2,2,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,56,1379,1,1,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,61,991,5,5,1,4,0.0
Female,Loyal Customer,Business travel,Business,satisfied,51,301,5,5,5,1,0.0
Male,Loyal Customer,Business travel,Business,satisfied,40,1947,4,4,3,5,22.0
Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,24,1846,3,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,42,2921,4,4,4,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,602,4,5,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,37,1235,4,3,4,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,52,3442,3,3,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,8,544,4,4,4,0,5.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,600,1,2,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,56,957,4,1,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,64,576,3,4,1,248,270.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,33,594,2,5,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,44,613,5,5,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,45,2960,3,3,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,30,2329,5,4,5,2,2.0
Male,Loyal Customer,Business travel,Eco,satisfied,60,1464,4,4,4,58,87.0
Male,Loyal Customer,Personal Travel,Eco Plus,satisfied,11,2300,3,4,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,39,293,5,4,5,0,10.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,47,2475,2,4,2,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,449,5,4,5,0,0.0
Male,disloyal Customer,Business travel,Eco,satisfied,20,239,4,5,4,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,21,957,5,4,5,20,4.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,45,667,1,4,1,24,11.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,56,599,3,3,1,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,55,567,1,1,2,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,54,152,3,1,3,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,31,954,5,4,5,0,4.0
Female,Loyal Customer,Business travel,Business,satisfied,58,1838,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,23,337,5,3,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,58,677,2,2,3,11,6.0
Female,Loyal Customer,Business travel,Business,satisfied,30,2405,5,2,5,0,0.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,43,332,5,3,5,3,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,27,420,2,3,2,57,67.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,14,1303,4,3,4,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,28,780,3,4,3,0,0.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,27,1448,1,4,1,5,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,507,5,3,5,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,39,391,4,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,63,2849,4,4,4,39,55.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,42,3977,2,2,2,6,7.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,18,321,5,1,5,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,29,1726,1,3,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,49,102,3,5,4,0,0.0
Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,31,1497,1,4,1,11,11.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,56,1988,1,4,1,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,44,606,4,4,4,0,1.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,59,1892,2,2,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,40,895,5,5,3,0,7.0
Female,Loyal Customer,Business travel,Business,satisfied,36,2901,5,5,5,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,152,5,3,5,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,32,209,4,1,4,0,11.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,47,229,1,4,1,2,6.0
Female,Loyal Customer,Business travel,Business,satisfied,11,1694,4,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,28,452,2,4,2,0,0.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,9,852,5,4,5,0,4.0
Male,Loyal Customer,Business travel,Business,satisfied,44,2076,5,5,5,22,14.0
Female,Loyal Customer,Business travel,Business,satisfied,20,1751,4,5,4,14,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,264,5,2,5,27,27.0
Male,Loyal Customer,Business travel,Eco,satisfied,38,95,5,3,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,602,5,5,3,12,6.0
Male,Loyal Customer,Business travel,Eco,satisfied,35,230,2,2,2,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,44,1295,4,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,30,678,3,5,3,100,98.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,29,391,1,4,1,70,73.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,414,3,3,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,49,3053,5,5,5,7,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,59,550,5,5,5,43,67.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,30,577,5,4,5,0,3.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,37,529,5,4,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,53,125,5,3,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,48,2967,4,4,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,30,369,3,5,3,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,57,909,2,4,2,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,1744,1,1,2,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,60,67,3,4,3,9,6.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,39,356,2,3,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,45,1444,1,1,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,47,2138,5,5,2,33,9.0
Male,Loyal Customer,Business travel,Business,satisfied,57,3136,3,3,3,3,2.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,38,328,4,3,4,53,63.0
Male,Loyal Customer,Business travel,Business,satisfied,57,438,4,4,4,35,51.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,9,577,4,5,3,150,144.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,46,204,2,2,1,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,42,125,4,5,4,20,17.0
Female,Loyal Customer,Business travel,Business,satisfied,43,1404,2,2,1,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,56,344,5,2,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,11,859,3,5,3,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,55,217,3,5,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,55,581,4,2,4,0,8.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,62,337,5,4,5,12,22.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,27,1972,2,1,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,1024,5,1,5,0,2.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,34,363,1,5,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,45,2079,4,4,3,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,45,223,4,4,4,0,0.0
Female,disloyal Customer,Business travel,Eco,satisfied,19,1542,1,4,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,452,5,5,5,32,13.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,227,5,5,4,0,4.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,51,432,4,2,4,16,9.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,54,737,2,2,1,0,26.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,68,936,3,3,2,24,33.0
Female,Loyal Customer,Business travel,Business,satisfied,56,2809,5,5,3,11,25.0
Male,Loyal Customer,Business travel,Business,satisfied,49,2307,5,5,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,44,447,2,2,3,2,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,47,262,3,3,2,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,50,980,4,4,3,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,12,503,4,1,4,4,4.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,50,402,5,5,5,91,90.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,53,2455,2,2,1,17,7.0
Male,disloyal Customer,Business travel,Eco,satisfied,26,160,3,1,3,11,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,28,358,2,4,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,2296,3,3,4,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,27,1721,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,33,3549,3,1,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,28,2362,5,5,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,289,4,5,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,50,2345,4,5,3,1,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,40,1390,1,3,1,0,6.0
Female,Loyal Customer,Business travel,Business,satisfied,53,395,3,3,3,63,93.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,1250,3,3,3,5,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,1111,1,3,1,1,0.0
Female,Loyal Customer,Business travel,Business,satisfied,26,813,4,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,40,302,5,5,4,22,11.0
Female,Loyal Customer,Business travel,Business,satisfied,28,369,5,4,5,5,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,31,2202,2,4,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,21,451,3,1,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,59,1379,5,5,5,10,2.0
Male,Loyal Customer,Business travel,Business,satisfied,33,1796,5,5,5,31,37.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,1026,3,4,3,0,0.0
Male,disloyal Customer,Business travel,Business,satisfied,22,447,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,52,2315,4,5,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,49,174,5,4,3,20,9.0
Female,disloyal Customer,Business travel,Business,satisfied,21,1142,1,5,1,57,46.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,1015,2,2,2,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,20,213,4,2,4,10,11.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,29,624,5,5,5,5,0.0
Male,Loyal Customer,Business travel,Business,satisfied,55,425,4,4,5,6,9.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,23,621,3,3,3,31,17.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,67,692,5,5,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,1607,4,4,4,4,6.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,21,377,4,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,48,1437,5,5,5,156,146.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,57,223,1,2,1,22,17.0
Female,Loyal Customer,Business travel,Business,satisfied,25,1471,4,5,4,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,60,270,2,2,3,38,34.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,1576,1,1,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,44,2238,4,4,5,13,13.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,37,1069,1,1,1,2,26.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,453,1,4,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,63,1201,1,4,1,77,81.0
Male,Loyal Customer,Business travel,Eco,satisfied,36,550,4,3,3,212,222.0
Female,Loyal Customer,Business travel,Business,satisfied,72,853,5,5,5,2,3.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,33,588,1,4,1,0,3.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,13,1558,3,2,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,1020,4,4,4,0,5.0
Male,Loyal Customer,Business travel,Business,satisfied,34,3965,5,5,4,0,18.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,22,641,4,3,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,42,3130,4,4,4,0,16.0
Female,Loyal Customer,Business travel,Business,satisfied,39,448,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,3388,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,45,2747,5,5,4,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,25,1892,2,3,2,26,0.0
Male,Loyal Customer,Business travel,Business,satisfied,46,1846,3,3,4,25,0.0
Male,Loyal Customer,Business travel,Business,satisfied,44,3054,4,4,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,34,315,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,57,1947,2,4,2,0,0.0
Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,37,1162,2,5,2,9,13.0
Male,Loyal Customer,Business travel,Business,satisfied,47,308,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,39,241,4,4,4,0,13.0
Male,disloyal Customer,Business travel,Business,satisfied,38,1074,2,2,2,5,16.0
Female,Loyal Customer,Business travel,Business,satisfied,28,694,5,3,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,28,898,4,5,4,5,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,204,2,3,2,0,13.0
Male,Loyal Customer,Business travel,Business,satisfied,37,1714,4,5,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,30,438,1,5,1,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,57,3232,5,5,3,13,7.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,52,1389,3,3,2,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,26,1497,5,4,5,52,32.0
Female,Loyal Customer,Business travel,Business,satisfied,63,203,5,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,30,2030,5,4,5,14,10.0
Male,Loyal Customer,Business travel,Business,satisfied,56,2917,5,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,59,3841,3,3,4,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,38,200,5,4,5,39,25.0
Male,Loyal Customer,Business travel,Business,satisfied,52,2273,5,5,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,38,356,3,3,3,68,59.0
Female,Loyal Customer,Business travel,Business,satisfied,60,337,5,5,5,10,4.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,40,1548,2,2,2,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,28,950,3,1,3,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,58,1224,4,4,4,52,56.0
Female,Loyal Customer,Business travel,Eco,satisfied,37,1448,4,1,4,0,0.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,42,806,4,4,4,26,21.0
Female,Loyal Customer,Business travel,Business,satisfied,35,1702,4,4,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,38,678,4,4,4,1,15.0
Male,Loyal Customer,Business travel,Business,satisfied,29,669,5,5,5,3,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,10,187,2,3,2,13,7.0
Female,disloyal Customer,Business travel,Eco,satisfied,47,723,5,2,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,1235,4,5,2,4,1.0
Male,Loyal Customer,Business travel,Business,satisfied,54,609,5,5,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,39,1967,5,5,1,71,57.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,575,3,4,3,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,36,259,3,4,3,84,69.0
Male,Loyal Customer,Business travel,Business,satisfied,41,1582,5,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,405,4,4,3,6,0.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,45,641,3,3,2,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,37,377,1,4,1,105,99.0
Male,Loyal Customer,Business travel,Eco,satisfied,32,231,3,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,30,1975,4,3,4,0,4.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,54,273,4,4,3,0,9.0
Female,Loyal Customer,Business travel,Business,satisfied,58,1012,4,4,3,21,21.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,38,120,5,3,5,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,49,873,4,4,2,11,1.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,125,3,2,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,488,5,5,5,21,35.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,39,3437,3,3,3,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,36,2474,3,3,4,21,23.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,52,166,4,5,4,25,35.0
Male,Loyal Customer,Business travel,Business,satisfied,45,3728,5,5,3,4,1.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,354,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,43,432,1,4,1,19,22.0
Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,17,989,1,2,1,2,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,341,4,3,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,26,948,4,2,4,12,5.0
